26452	Was the movie good?	469463	套戲好唔好睇呀？
26456	Did you enjoy the film?	469463	套戲好唔好睇呀？
26595	The driver asked me which way to go.	1452319	個司機問我應該行邊邊。
26611	He managed to pass his driving test even though he was a poor driver.	426743	佢啲駕駛技術好差，但係都勉強通過咗個駕駛考試。
26787	It looks like rain. We had better shut the windows.	425427	好似就落雨囉噃。我哋閂埋啲窗啦。
26805	You may go cycling if it doesn't rain.	489546	如果唔落雨嘅話，你可以去踩單車。
26862	Did the newspaper say it was going to rain?	458853	報紙有冇話會落雨呀？
26886	It's been raining since last night.	1888713	雨由琴晚開始一直落到而家。
26888	We had better start before it begins to rain.	618044	我哋最好喺個天開始落雨之前出發。
26904	I think it's going to rain.	389522	我諗就快落雨喇。
26989	He closed the window for fear of rain.	466304	佢驚會落雨，所以就閂埋咗個窗。
27030	There is no air in space.	389953	宇宙裏面係無空氣嘅。
27046	I can't lift my right arm.	1531768	我舉唔起隻右手。
27051	I can't see anything with my right eye.	1323309	我隻右眼咩都睇唔到。
27095	Don't speak ill of others behind their back.	1240139	唔好喺背後講人壞話。
27096	You shouldn't talk about people behind their backs.	389981	你唔應該喺背後講人壞話。
27195	She attracted me at first sight.	397179	我對佢一見鐘情。
27214	On the one hand, you are wrong, but on the other hand, I can't blame you for that.	393707	你係做錯咗，但係都唔可以怪你嘅。
27225	What do you say to taking a rest?	433710	不如唞吓先啦？
27231	Some college teachers come to class late and leave early.	1573273	有啲大學教授好鍾意遲嚟早走。
27239	I got up early in order to catch the first train.	402940	我為咗搭頭班火車，晨咁早就起咗身。
27249	I always read the sports page first.	672300	我永遠都係睇咗體育版先。
27295	It was raining on and off all night long.	387762	成晚又落吓雨，又停吓雨。
27377	I'll buy you a drink.	1248157	我請你飲嘢吖。
27453	I remember seeing her once on the street.	532220	我記得我有一次喺街度見過佢。
27587	I'm trying hard, but can't think of her name.	402240	我諗極都諗唔起佢叫咩名。
27701	Would you like to go see a movie with me?	400072	不如一齊去睇戲吖。
27732	How often a week do you take a bath?	700941	你一個禮拜沖幾多次涼㗎？
27749	I've been waiting for you for over an hour.	579889	我已經等咗你成個幾鐘喇。
27769	I met her by chance on the train the day before yesterday.	683241	我前日喺火車度撞到佢。
27819	At first glance, the question seemed easy.	459768	第一眼望落去，嗰條題目好似好易噉。
27866	For one thing, I've no money, and for another, I've no leisure.	542576	第一，我冇錢，第二，我冇空閒時間。
28026	All the doctor's efforts were in vain and the man soon died.	401721	個醫生雖然已經盡晒力，但係個病人都係冇幾耐就死咗。
28031	You had better do as the doctor advised you.	422030	你最好聽個醫生講。
28063	Did you go to the doctor?	469279	你去睇咗醫生未呀？
28133	The difference is this: he works harder than you.	780356	個分別係佢做嘢做得勤力過你。
28375	I've been to Hokkaido before.	400472	我去過北海道。
28446	It's getting dark. Please turn the light on for me.	472627	個天開始黑囉喎。唔該幫我開咗盞燈佢吖。
28450	It is getting dark. Let's go home.	520152	天都開始黑喇。返屋企囉！
28452	Don't let her go out after dark.	575328	個天黑咗之後就唔好俾佢出街喇。
28463	Dark as it was, we managed to find our way home.	389520	個天好黑，但係我哋都搵到路返屋企。
28512	I have one final piece of advice related to handshakes: Remember to smile.	345670	最後一個關於握手嘅小貼士：記住笑。
28533	Speak of the devil and he is sure to appear.	392332	日頭唔好講人。
28637	A bad habit, once formed, is difficult to get rid of.	385602	一養成咗壞習慣，就好難改返正㗎喇。
28857	We differ from them in some respects.	419278	我哋有某啲地方同佢哋唔同。
28935	I prefer traveling by train to flying.	662444	我鍾意坐火車多過搭飛機。
29075	I have a lot of work to do.	472591	我有好多嘢要做。
29137	Which is the capital of the United States, Washington or New York?	425951	美國嘅首都係華盛頓定係紐約呀？
29220	I'd like to have a glass of wine.	433887	唔該俾杯酒我吖。
29371	Los Angeles is one of the places that I'd like to visit.	402279	洛杉磯係我想去嘅其中一個地方。
29380	The rocket ought to have reached the moon by now.	591509	支火箭而家應該已經到咗月球喇。
29388	Interest on loans is high at present.	1865261	而家嘅貸款利率好高。
29420	I'm looking for books on Roman history.	466295	我喺度搵緊啲講古羅馬歷史嘅書。
29563	Lucy is certain to come.	407208	阿 Lucy 實會嚟嘅。
29597	Linda stuck her tongue out.	421999	琳達伸咗條脷出嚟。
29600	Linda loves chocolate.	1272438	Linda好鍾意朱古力。
29636	Some apples fell down from the tree.	485866	有啲蘋果喺棵樹度跌咗落嚟。
29758	Can I borrow your radio?	403339	可唔可以借你部收音機俾我呀？
29766	I fell asleep while listening to the radio.	1895123	聽聽吓收音機，我瞓著咗。
29780	Could you turn down the radio?	1570046	可唔可以將部收音機較細聲少少呀？
29828	Have you got a lighter?	364850	你有冇打火機呀？
29830	Do you have a lighter?	364850	你有冇打火機呀？
29868	You all right?	1761564	你冇嘢吖嘛？
29964	I wonder if you don't get tired of doing the same thing every day.	417765	你日日都係做埋啲一模一樣嘅嘢，乜唔會覺得悶嘅咩？
30151	There was thunder and lightning last night.	837955	尋晚行雷閃電。
30194	I simply haven't the time to do everything I want to do.	394929	我有好多嘢想做，但係就係無時間做。
30240	So, we finally meet! I've waited so long for this moment.	460826	我哋卒之都見面喇！呢一刻等到我頸都長喇。
30364	You should eat more vegetables.	851661	你應該食多啲菜。
30380	Drive more carefully, or you will have an accident.	552899	小心啲揸車呀，如果唔係就會出事㗎喇。
30442	I wish we had more time.	457612	如果我哋有多啲時間咪好囉。
30489	Could you drive more slowly?	431587	你可唔可以揸慢少少呀？
30502	Does anyone want some more pie?	1952052	有冇人仲想食批呀？
30509	You should eat more fruit.	534148	你應該食多啲生果。
30524	I'll certainly go and see him.	403767	我一定會去探佢嘅。
30530	Yes, of course.	452360	梗係啦。
30604	What if he should happen to be late?	415817	萬一佢遲到噉點算呀？
30715	I mean to go tomorrow if the weather is fine.	422981	如果天氣好嘅話，我諗住聽日出發。
30722	If anybody comes, tell him that I am out.	868380	如果有人嚟搵我，就同佢講話我出咗去。
30742	If I could be reborn, I would want to be the child of a rich family, then I'd be set for life.	385997	如果可以投胎嘅話，我想喺個有錢家庭度出世，咁就成世唔使憂喇。
30793	It would be unfair if we treated him so badly.	401862	我哋噉對佢，好似唔係幾好。
30848	If a high hill stood between A and B, it was important to decide whether the line should climb over it, pierce it with a tunnel, or make a detour to avoid it.	387778	假設 A 同 B 之間有座好高嘅山，噉就要諗吓，條路應該跨過座山吖，穿過座山吖，定係直接兜過座山呢？
30907	There will be hell to pay if I don't make this deadline.	619140	如果我唔喺限期之前搞掂，我就大檸樂喇。
30920	In case anything happens, call me immediately.	406438	如果出咗咩事，即刻打電話俾我。
30940	I'd like to invite you to lunch, if you're not busy.	1780715	如果你得閒嘅話不如一齊食飯吖？
31010	He would be very glad to hear the news.	422046	佢聽到呢個消息，實會開心到彈起。
31081	If you do not go fishing tomorrow, I will not either.	385958	如果你聽日唔去釣魚，我都唔去喇。
31087	Even if you know the truth, you had better pretend otherwise at present.	535926	你就算真係知道個真相，而家都係扮唔知好啲。
31157	Have you called her yet?	1393459	你打咗電話俾佢未呀？
31174	Have you written all the New Year's cards already?	506846	你寫好晒啲賀年咭未呀？
31204	Now that you're a college student, you should study harder.	517393	你而家係大學生喇，應該努力啲讀書。
31220	It's time to go to bed.	1324913	夠鐘上床瞓覺喇。
31234	I want to sleep a little more.	486552	我想瞓多陣。
31292	Would you speak more slowly, please?	419270	你可唔可以講慢少少呀？
31303	I almost forgot it.	1479343	我爭啲唔記得咗。
31316	We could have bought the car with a little more money.	517358	如果我哋再多少少錢，就買到嗰架車㗎喇。
31334	Time is up.	1780721	夠鐘喇。
31390	No, thank you.	421820	唔使喇，唔該。
31392	Have you arrived at a decision yet?	396402	你決定好未呀？
31471	Will you let me try once more?	692882	你可唔可以俾我試多一次呀？
31527	May I have another piece of cake?	423889	我可唔可以食多嚿蛋糕呀？
31620	It is almost three.	421838	就快三點喇。
31634	She does not eat cake, so as not to put on any more weight.	422966	佢唔想係噉肥落去，所以咪戒食蛋糕囉。
31637	It would be better for both of us not to see each other anymore.	394094	我哋都係唔好再見面喇。
31664	Have you finished eating your lunch?	1899578	食咗晏未呀？
31730	It's already eleven o'clock. I must be leaving now.	480172	而家已經十一點喇。我一定要走喇。
31734	It's been almost ten years, but you're as beautiful as ever.	417795	過咗差唔多十年，你都仲係同以前一樣咁靚。
31759	Mary made a cake without her mother's knowledge.	422034	瑪莉唔俾佢阿媽知，自己整咗一件蛋糕。
31789	There was a great variety of dishes on the menu.	395650	個餐牌有好多唔同種類嘅菜色。
31890	Mary is at a loss what to say to him.	435260	阿 Mary 唔知同佢講啲咩先好。
31971	Mary is too stubborn to apologize.	759745	阿Mary咁硬頸，唔會識道歉架嘞。
32018	I'm going to make a cake for Mary's birthday.	458704	阿 Mary 就嚟生日喇，我諗住整件蛋糕俾佢。
32051	When Mary reached the bus stop, the last bus had already left.	618180	瑪莉到咗個巴士站嗰陣，架尾班巴士已經走咗喇。
32058	Of course you can trust me. Have I ever given you a bum steer before?	616098	我梗係信得過啦。我之前有冇俾過流料你吖？
32067	The girl standing over there is Mary.	1321385	企喺嗰度嗰個女仔就係 Mary 喇。
32072	Who is the boy that is swimming over there?	433551	喺嗰度游緊水嗰個男仔係邊個嚟㗎？
32091	All sold out!	435241	賣晒喇！
32112	Everybody is waiting for you.	458164	成村人喺度等緊你呀。
32165	Everybody wants to sit beside her.	3499719	大家都想坐喺佢隔籬。
32182	Finish your homework by the time they return.	415790	你要喺佢哋返嚟之前做好啲功課。
32188	Everyone was listening very carefully.	392927	個個都好專心噉聽緊。
32236	Miniskirts have gone out of fashion.	385580	迷你裙已經 out 咗啦。
32421	I felt a thrill of joy at the thought of seeing her soon.	2057607	一諗到好快就可以見到佢，我就好激動。
32569	I don't know yet.	403463	我仲未知。
32594	Are you still collecting stamps?	1463867	你仲有冇收集郵票呀？
32606	We still have plenty of time left.	840853	我哋仲有大把時間剩。
32610	He suddenly hung up the phone while I was speaking.	599662	我講講吓嘢，佢就突然間收咗線。
32643	It's still raining.	1463862	仲落緊雨。
32668	I haven't had a chance to see the movie yet.	410658	我仲未有機會睇嗰套戲。
32716	I'm not ready yet.	1132276	我仲未準備好。
32809	First of all, you should talk it over with your parents.	385592	你應該同你阿爸阿媽傾吓先。
32942	Mike is always nagging his father to buy him a car.	417791	阿 Mike 成日喺度𠱓佢老豆買架車俾佢。
33039	Only a handful of people know the fact.	421760	知道個真相嘅人淨係得幾個。
33096	Mr White seems to have many friends.	1448418	懷特先生好似有好多朋友。
33182	Bob is my friend.	1415621	Bob係我朋友。
33186	Bob saw him again.	1899902	阿Bob又見番佢喇。
33243	Bob's father teaches at a girls' school.	410720	阿 Bob 老豆喺女校教書。
33312	Most boys like baseball.	2065233	男仔多數都鍾意棒球。
33423	Did you push the button?	546766	你有冇㩒到個掣呀？
33425	The button came off.	546759	粒鈕甩咗出嚟。
33465	Don't speak with your hands in your pockets.	660578	講嘢嗰陣唔好插隻手落個袋度。
33536	I don't like coffee.	410656	我唔鍾意飲咖啡。
33569	He got mad at me for calling him Shorty.	422971	我叫佢做「矮仔」，佢就嬲到紮紮跳。
33571	Can you give me some money?	868343	你可唔可以俾啲錢我呀？
33635	My ballpoint pen just ran out of ink.	426247	我支原子筆冇晒墨喇。
33650	Paul made a lot of money last year.	400618	阿 Paul 舊年賺咗好多錢。
33756	What did you buy for your boyfriend?	642594	你買咗啲咩俾你男朋友呀？
33771	Do you have a pen?	1780719	你有冇筆呀？
33821	If you need a pen, I'll lend you one.	661164	如果你要筆，我就借支俾你啦。
33865	It is dangerous to ride a motorbike without a helmet.	484169	揸電單車唔戴頭盔好危險㗎。
33996	Beth has a strong habit of interrupting people while they are talking.	426905	貝絲好鍾意喺人哋講嘢嗰陣加把口落去。
34018	I'm a vegetarian, so I'd rather not have meat, if that's okay.	750772	我食齋嘅，所以如果可以嘅話我唔想食肉。
34053	After asking for my key at the front desk, I took the elevator to my floor.	431517	我去個櫃檯度攞咗條鑰匙，跟住就搭𨋢去咗我間房嗰層樓。
